Event,Platform,White,Black,Result,WhiteElo,BlackElo,UTCDate,UTCTime,ECO,TimeControl,Termination,Link,Moves
Rated bullet game,Lichess.org,Vadim2017,dhawalplayse4,0-1,1874,1881,2020.11.23,10:31:00,D00,60+0,Time forfeit,https://lichess.org/JawUSZ7X,d4 d5 Nc3 e6 Nf3 Nc6 Bg5 Nf6 Bxf6 gxf6 e3 Bd6 Bb5 Bb4 Bxc6+ bxc6 a3 Bxc3+ bxc3 a5 O-O Qd6 Qd3 Rg8 c4 dxc4 Qxc4 Rg6 Qd3 Rh6 g3 e5 dxe5 Qxd3 cxd3 Bg4 Nd4 fxe5 Nxc6 Ra6 Nxe5 Be2 Rfe1 Bxd3 Nxd3 Rhd6 Nc5 Rac6 Ne4 Re6 Ng5 Rg6 Nf3 Rcf6 Ne5 Rg5 Nd3 Rd5 Nf4 Rdf5 Rad1 c6 Rc1 h5 Rc4 Kd7 Rec1 h4 Nd3 h3 f4 Rh5 e4 Re6 e5 Rg6 Nc5+ Kc7 Nb3 Rh7 Nxa5 Kb6 Rxc6+ Rxc6 Nxc6 Rh6 Ne7 Re6 Nf5 Kb7 Ne3 Rb6 Nd5 Rb5 Nf6 Rb6 Rc4 Rxf6
Rated bullet game,Lichess.org,dhawalplayse4,SelamBenLava_0,1-0,1876,1883,2020.11.23,10:27:57,B21,60+0,Normal,https://lichess.org/9L1J28Zu,e4 c5 d4 cxd4 c3 dxc3 Bc4 cxb2 Bxb2 Nc6 Nf3 d6 Nbd2 Nf6 O-O g6 e5 dxe5 Nxe5 Nxe5 Bxe5 Bg7 Qb3 O-O Nf3 b6 Rfd1 Qe8 Bb5 Bd7 Bxf6 Bxb5 Bxe7 Qxe7 Qxb5 Rfd8 Rxd8+ Rxd8 Rf1 Qc7 Qe2 Qd7 h3 Qd3 Qxd3 Rxd3 Re1 h6 Rc1 Ra3 Rc2 Bf6 Nd2 Be7 Ne4 f5 Ng3 Bd6 Ne2 Ra6 Nd4 Be5 Ne6 Kf7 Nd8+ Ke7 Nc6+ Kd6 Nxe5 Kxe5 Re2+ Kd4 Rd2+ Kc3 Re2 Kb4 Kf1 Ra3 f3 Rc3 Kf2 Rc1 Kg3 Ka3 f4 Ra1 Kh4 Rxa2 Rxa2+ Kxa2 g4 b5 gxf5 b4 fxg6 b3 g7 b2 g8=Q+ Ka1 Qg7 Kb1 f5 Ka1 f6 a5 f7 a4 f8=Q a3 Qe8 a2 Qe1#
Rated bullet game,Lichess.org,dhawalplayse4,cavallerofou,1-0,1869,1899,2020.11.23,10:25:35,D00,60+0,Time forfeit,https://lichess.org/qXeYW6Po,e4 d5 d4 dxe4 Nc3 Nf6 Bg5 Bf5 Bxf6 exf6 f3 exf3 Nxf3 Be7 Bc4 O-O Nh4 Bd7 Qf3 Bb4 Qxb7 Bc6 Qa6 Bxc3+ bxc3 Be8 Qb7 Nd7 O-O-O Nb6 Bb3 Bd7 Rhe1 Bg4 Rd2 Qd6 c4 Qf4 c5 Bc8 Qf3 Qxf3 Nxf3 Nd7 c6 Nb6 d5 Bg4 h3 Bxf3 gxf3 Rad8 c4 a5 c5 Nc8 d6 cxd6 cxd6 Rxd6 Rxd6 Nxd6 c7 Nc8 Re7 g6 Bxf7+ Rxf7 Re8+ Rf8 Re7 Nxe7 f4 Rc8 f5 Rxc7+ Kd2 Nd5 Kd3 gxf5 Kd4 Rd7 Kc5 Kf7 Kc6 Ke7 Kc5 Nb4 Kb5 Rb7+ Ka4 Nc2 a3 Ra7 Kb5 Nd4+ Kb6 Ra8 a4 Rd8 Kc5 Rd6 Kc4 Ke6 Kc3 Ke5 Kd2
Rated bullet game,Lichess.org,Ntberto,dhawalplayse4,1-0,1918,1874,2020.11.23,04:47:31,B01,60+0,Normal,https://lichess.org/Q4oxAfgc,e4 d5 exd5 Nf6 c4 e6 dxe6 Bxe6 Nc3 Nc6 Be2 Nd4 Nf3 Bf5 d3 Bc5 Nxd4 Qxd4 O-O O-O Be3 Qd6 Bxc5 Qxc5 d4 Qd6 c5 Qc6 Bf3 Qe8 Bxb7 Rb8 c6 Qe6 d5 Qd6 f3 Nh5 g3 Qg6 Qe1 Rfe8 Qf2 Nf4 Kh1 Nh3 Qg2 Ng5 g4 Bd3 Rf2 f6 Rd1 Bc4 b3 Qf7 bxc4 Qe7 Ne4 Nxe4 fxe4 f5 Qg3 fxe4 Re1 e3 Rxe3 Qe4+ Rxe4 Rxe4 Qxc7 Re1+ Kg2 Ra1 Qxb8#
Rated bullet game,Lichess.org,dhawalplayse4,SUPER_KABADO,0-1,1879,1947,2020.11.23,04:46:03,C00,60+0,Normal,https://lichess.org/pLYgKcYn,e4 c5 d4 e6 dxc5 Bxc5 Nc3 a6 Nf3 Qc7 Bd3 Nf6 g3 Nc6 Bf4 d6 e5 dxe5 Bg5 Ng4 h3 Nxf2 Qe2 Nxh1 Ne4 h6 Bh4 Nd4 Nxd4 Bxd4 c3 Ba7 g4 g5 Bxg5 hxg5 Nxg5 Nf2 Qf3 Nxd3+ Qxd3 Bd7 Qf3 Bc6 Qf2 Bxf2+ Kxf2 Qb6+ Kf1 Qxb2 Kg1 Qxa1+
Rated bullet game,Lichess.org,Brunochessmaster,dhawalplayse4,1-0,1919,1884,2020.11.23,04:43:56,B01,60+0,Normal,https://lichess.org/zlQHKZVF,e4 d5 exd5 Nf6 Nc3 Nxd5 Nf3 Nxc3 bxc3 Nc6 Bc4 Bf5 d4 e6 O-O Bd6 Re1 h6 a4 a6 Ba3 O-O Bxd6 cxd6 Bd3 Bg6 Qe2 Qe7 Rab1 Bxd3 cxd3 Rab8 Rb2 b5 axb5 axb5 Reb1 Na7 c4 Rfc8 Nd2 Qd7 h3 bxc4 Rxb8 cxd3 Rxc8+ Nxc8 Qxd3 Na7 Qe4 f6 Qa8+ Kf7 Rb7 Qxb7 Qxb7+ Kg6 Qxa7 f5 Nf3 e5 dxe5 f4 exd6 h5 Qe7 h4 Qxh4 Kf5 Qg5+ Ke6 Qe5+ Kf7 Qe7+ Kg6 d7 Kf5 d8=Q Kg6 Qdd6+ Kh7 Qh4+ Kg8 Qe6+ Kf8 Qhe7#
Rated bullet game,Lichess.org,dhawalplayse4,danny7782,1-0,1879,1852,2020.11.23,04:41:28,C21,60+0,Time forfeit,https://lichess.org/R0nNMrYM,e4 e5 d4 exd4 c3 dxc3 Bc4 Nf6 e5 Qe7 Nf3 d6 O-O Nfd7 Nxc3 Nc6 exd6 Qxd6 Nd5 Be7 Bf4 Qc5 Nxc7+ Kf8 Qb3 Bd6 Bxd6+ Qxd6 Nxa8 b6 Rad1 Qf4 Rfe1 Nf6 Nc7 Qxc7 Qe3 Be6 Bxe6 fxe6 Qxe6 h5 Rd7 Qe5 Rxe5
Rated bullet game,Lichess.org,Elcampeoncito23,dhawalplayse4,0-1,1887,1873,2020.11.23,04:39:15,A10,60+0,Time forfeit,https://lichess.org/XKQnW65H,c4 d5 Nc3 d4 e4 dxc3 bxc3 e5 f4 exf4 Nf3 Nf6 e5 Nfd7 d4 Nc6 Bxf4 f6 e6 Nb6 d5 Na5 Nd2 Naxc4 Nxc4 Nxc4 Bxc4 Bd6 O-O Bxf4 Rxf4 c6 Qh5+ g6 Qh4 g5 Qh5+ Ke7 Rxf6 Kxf6 Rf1+ Ke5 dxc6 Qb6+ Kh1 Qxc6 Qxg5+ Kd6 Qf4+ Ke7 Qf8+ Rxf8
Rated bullet game,Lichess.org,Sirozha,dhawalplayse4,1-0,1893,1878,2020.11.22,12:39:35,D00,60+0,Normal,https://lichess.org/watoJSj7,d4 d5 Bg5 e6 Bxd8 Kxd8 Nf3 Nf6 e3 Nc6 c4 dxc4 Bxc4 Bd7 Ne5 Nxe5 dxe5 Ng4 Qxg4
Rated bullet game,Lichess.org,dhawalplayse4,gaurangsondur,0-1,1882,2018,2020.11.22,11:21:32,A45,60+0,Time forfeit,https://lichess.org/fMzxmfpC,e4 Nf6 d4 Nxe4 Qe2 d5 f3 Nf6 Nc3 Nc6 Nh3 Nxd4 Qd1 Bxh3 gxh3 c5 Be3 e5 f4 exf4 Bxd4 cxd4 Qxd4 Bd6 O-O-O O-O Rg1 Rc8 Nxd5 Nxd5 Qxd5 Qc7 c3 Rfd8 Qd4 Be5 Qe4 Rxd1+ Kxd1 Rd8+ Kc1 f3 Bc4 Bf4+ Kb1 f2 Rf1 Qe5 Qxe5 Bxe5 Rxf2 Rd1+ Kc2 Rh1 Bxf7+ Kh8 Bd5 Rxh2 Rxh2 Bxh2 Be4 b6 Kd3 Be5 b4 Bc7 a4 Kg8 b5 Kf7 Bd5+ Ke7 Ke4 Kd6 c4 Kc5 Kd3 g6 Kc3 h6 h4 g5 hxg5 hxg5 Bg2 g4 Bf1 g3 Bg2 Bd6 Kb3 Bc7 Kc3 Bd6 Kb3 Be5 Kc2 Bc7 Kd3 Bd6 Ke4 Be5 Kf5 Bd6 Ke6 Bc7 Kd7 Bb8 Kc8 Bd6 Kb7 Be5 Kxa7 Bd4 Ka6 Bc3 Ka7 Ba5 Kb7 Bb4 a5 Bc3 a6 Bb4 a7 Ba5
Rated bullet game,Lichess.org,dhawalplayse4,hopebust,0-1,1886,1961,2020.11.22,11:20:11,C01,60+0,Normal,https://lichess.org/s3iqRIGj,e4 e6 d4 d5 exd5 exd5 Nc3 Bf5 Nf3 Nf6 Bd3 Bxd3 cxd3 c6 O-O Be7 Bg5 O-O Ne5 h6 Bxf6 Nd7 Bxe7 Qxe7 Nxd7 Qxd7 Re1 b5 Qf3 b4 Ne2 Qd6 Ng3 Qc7 Re2 Qb6 Qe3 Rab8 Rae1 a5 Qf4 a4 Re7 b3 a3 Qb5 Nf5 Qxd3 Nd6 Qd2 R1e2 Qxf4 Rd7 Qc1+ Re1 Qxe1#
Rated bullet game,Lichess.org,luxouis,dhawalplayse4,0-1,1891,1880,2020.11.22,11:17:55,B01,60+0,Time forfeit,https://lichess.org/SflLJr9h,e4 d5 exd5 Nf6 d6 cxd6 d4 Nc6 Nf3 e6 Bg5 Be7 Nc3 h6 Bh4 g5 Bg3 Rg8 Bd3 h5 h4 g4 Ng5 Nxd4 Bb5+ Nc6 Qd2 Nd5 Nxd5 exd5 Nxf7 Kxf7 Qxd5+ Ke8 O-O-O Rf8 Rhe1 a6 Bxc6+ bxc6 Qxc6+ Bd7 Qe4 Rc8 Bxd6 Rf7 Qg6 Bf5 Qg8+ Rf8 Qd5 Rxc2+ Kb1 Rd2+ Kc1 Rxd5 Rxd5 Rf7 Red1 Qb8 Bxb8 Kf8 Rd8+ Kg7 Rg8+ Kxg8 Rd8+ Kg7 Be5+ Kg6 Rh8 Bg5+ hxg5 Kxg5 Rh6 Rf6 Rg6+ Kxg6 Bf4 Kg7 Bh6+ Kf7
Rated bullet game,Lichess.org,Drchessli,dhawalplayse4,1-0,1850,1887,2020.11.22,10:55:38,B02,60+0,Normal,https://lichess.org/BkEki9w2,e4 d5 exd5 Nf6 Nc3 c6 dxc6 Nxc6 Nf3 g5 Bb5 g4 Ng1 h5 Nge2 h4 d3 Rg8 Bd2 g3 hxg3 hxg3 Nxg3 Ng4 Qf3 a6 Bxc6+ bxc6 Qxc6+ Bd7 Qf3 Rc8 Rh7 Bc6 Qxf7+ Kd7 Qxg8 Kc7 Qxg4 Be8 Qf4+ Kb7 Qb4+ Kc7 Qc4+ Kb7 Qd5+ Bc6 Qxd8 Rxd8 Nce4 Bxe4 Nxe4 Kc6 b4 Kd5 Nc3+ Kd6 Be3 e5 Bc5+ Kc6 Bxf8 Rxf8 Rh6+ Kd7 a3 Ke7 Kd2 Kf7 Re1 Kg7 Re6 Kf7 R6xe5 Kf6 Re6+ Kf5 R1e5+ Kf4 g3+ Kg4 Re3 Kh3 Nd5 Kg2 Nf4+ Kxf2 Re2+ Kxg3 Rf6 Kg4 Ng6 Kh5 Rxf8 Kh6 Rg8 Kg5 Ne7+ Kh4 Rh2#
Rated bullet game,Lichess.org,dhawalplayse4,abba1348,1-0,1881,1865,2020.11.22,10:55:22,D00,60+0,Normal,https://lichess.org/dWJ1U1iZ,e4 d5 d4 dxe4 Nc3 Nf6 f3 Bg4 fxg4
Rated bullet game,Lichess.org,dhawalplayse4,Nursultan95,1-0,1875,1871,2020.11.22,10:53:02,B21,60+0,Time forfeit,https://lichess.org/F1qtJR97,e4 c5 d4 cxd4 c3 Nc6 Bc4 d5 Bxd5 e6 Bb3 dxc3 Qxd8+ Nxd8 Nf3 cxb2 Bxb2 Be7 O-O Nf6 Nbd2 O-O e5 Nd5 Ne4 f6 exf6 Nxf6 Rfe1 Nxe4 Rxe4 Bf6 Ne5 b6 Rae1 Bb7 R4e3 Nc6 Ba3 Nxe5 Bxf8 Ng4 Bxe6+ Kh8 Bxg7+ Kxg7 Bxg4 Rf8 Rd1 Ba6 h3 Bb5 Rb3 Bc4 Rc3 b5 Rcc1 a6 Rd7+ Kh6 Re1 Bc3 Re4 a5 Rd6+ Kg7 Re7+ Kg8 Bf5 Rf7 Bxh7+ Kf8 Rd8+ Kxe7 Bg6 Kxd8 Bf5 Rxf5 Kh2
Rated bullet game,Lichess.org,Shulgy,dhawalplayse4,1-0,1904,1881,2020.11.22,10:50:52,A00,60+0,Normal,https://lichess.org/TdXrV1g8,e3 d5 Nc3 e6 Bb5+ Nc6 Be2 Bd7 Nf3 Nf6 d4 Be7 e4 O-O e5 Ng4 h3 Nh6 Bxh6 gxh6 Qd2 Kh8 Qxh6 Rg8 Bd3 Rg7 Ne2 Nb4 Nf4 Nxd3+ cxd3 Bg5 Nxg5 Qxg5 Qxg5 Rxg5 h4 Rf5 g3 c5 dxc5 Rc8 d4 b6 b4 bxc5 bxc5 Bb5 Rb1 Bc4 a4 Kg7 Rb7 a5 h5 Bb3 h6+ Kg8 Rxb3 Kf8 Rb7 Rg5 Nh5 Rf5 Nf6 Rf3 Nxh7+ Kg8 Nf6+ Kf8 h7 Kg7 Rh4 Ra3 Rg4+ Kh6 Rxf7 Rxa4 Ng8+ Kh5 Rh4+ Kg5 Rg7+ Kf5 h8=Q Rb8 Qh5#
Rated bullet game,Lichess.org,dhawalplayse4,octav932,0-1,1886,1891,2020.11.22,10:44:00,B32,60+0,Normal,https://lichess.org/YTzgJA6o,e4 c5 d4 cxd4 Nf3 Nc6 Nxd4 Nxd4 Qxd4 d6 Bc4 e6 Bb5+ Bd7 Bc4 Nf6 Nc3 Qc7 Bg5 Be7 Nb5 Qb6 Qxb6 axb6 Nc7+ Kf8 Nxa8 Bc6 Bxf6 Bxf6 Nc7 Bxb2 Rb1 Bd4 Rxb6 Bxb6 Nb5 Ke7 O-O Rc8 Rd1 Bc5 Nc3 Bb4 Ne2 Bxe4 Ng3 Bxc2 Rc1 Rxc4 Ne2 Bd3 Rxc4 Bxc4 Ng3 Bxa2 h3 Bc5 Ne4 Bd5 Nxc5 dxc5 Kf1 Kd6 Ke2 Ke5 g3 Kd4 f3 b5 Kd2 c4 f4 b4 f5 exf5 g4 Be4 gxf5 Bxf5 h4 Bd3 h5 c3+ Kd1 b3 h6 g6 Kc1 b2+ Kd1 b1=Q#
Rated bullet game,Lichess.org,anatoliy_k,dhawalplayse4,1-0,1917,1892,2020.11.22,10:41:40,D00,60+0,Time forfeit,https://lichess.org/wmChiwcO,d4 d5 Bf4 e6 e3 Nf6 c3 Nc6 Bd3 Bd7 Nd2 Be7 h3 O-O Ngf3 a6 O-O Qe8 e4 dxe4 Nxe4 Nxe4 Bxe4 Bd6 Bxd6 cxd6 Re1 f5 Bc2 Rf6 Qe2 Rg6 Kf1 Qe7 Bb3 Kh8 Qe3 e5 dxe5 dxe5 Rad1 Re8 Nxe5 Nxe5 Qf4 Rd6 Rxd6 Qxd6 g4 Bc6 gxf5 Bb5+ Kg1 Nf3+ Qxf3 Rxe1+ Kg2 Re7 h4 Qc6 Qxc6 Bxc6+ Kg3 g6 f3 gxf5 Kf4 Bxf3 Kxf5 Bg4+ Kf4 Bh3 Kg3 Bf1 Kf2 Bb5 Kg3 Bc6 h5 Re3+ Kf4 Rd3 Kg5 Rd2 Kf6 Rg2 Ke5 Rf2 Kd6 Rg2 Kc7 Rg7+ Kb6 Rg6 Ka7 Rf6 Kb6 Rf5 Ka7 Re5 Kb8 Re4 Ka7 Rd4 Kb8 Rd7 Ka7 Rd8 Kb6 Ra8 Kc7 a5 Kb6 Ra7 Kc7
Rated bullet game,Lichess.org,dadinho2010,dhawalplayse4,1-0,1941,1897,2020.11.22,10:40:20,B01,60+0,Normal,https://lichess.org/vTR1bxn0,e4 d5 exd5 Nf6 Nc3 Nxd5 d4 Nxc3 bxc3 Nc6 Nf3 e6 Bd3 Bd6 Bg5 Bd7 Bxd8 Kxd8 O-O a6 Re1 Rc8 c4 Be7 d5 exd5 cxd5 Na7 c4 Re8 Qb3 b6 a4 c6 dxc6 Nxc6 Be4 Na5 Qxb6+ Rc7 Qxa5 Bf6 Rad1 Ke7 Qb4+ Kd8 Bf5 Rxe1+ Rxe1 Bxf5 Qd6+ Rd7 Qb8#
Rated bullet game,Lichess.org,dhawalplayse4,b0rislav,1-0,1890,1922,2020.11.22,10:38:12,B21,60+0,Time forfeit,https://lichess.org/ucI0EXa3,e4 c5 d4 cxd4 Qxd4 Nc6 Qd1 Nf6 Nf3 g6 Nc3 Bg7 Bd3 a6 Be3 O-O Qd2 Ng4 O-O Nxe3 Qxe3 f5 exf5 gxf5 Nh4 d6 Qf3 e5 Bxf5 Qxh4 Ne4 Bxf5 Nxd6 Bxc2 Qd5+ Kh8 Nf7+ Rxf7 Qxf7 Bg6 Qxb7 Qd8 Qxc6 Rc8 Qxa6 Ra8 Qe2 Qd4 Rad1 Qb4 Qd2 Qxd2 Rxd2 Rxa2 Rc1 Ra8 Rd7 Be4 h4 Bf5 Re7 Bf6 Rf7
Rated bullet game,Lichess.org,dhawalplayse4,A3li,1-0,1885,1854,2020.11.22,10:35:56,B27,60+0,Normal,https://lichess.org/bvpyCrOi,e4 g6 d4 Bg7 Nf3 c5 Nc3 cxd4 Nb5 Qa5+ Bd2 Qxb5 Bxb5 Nf6 e5 Nd5 Nxd4 Bxe5 c3 a6 Bc4 Nb6 Bb3 O-O Qf3 e6 h4 d5 Bh6 Re8 O-O-O Nc6 Nxc6 bxc6 Rde1 Bh8 g4 c5 Bc2 Nd7 g5 Ne5 Qf4 Nd7 Rhf1 Bb7 h5 d4 hxg6 hxg6 Rh1 Bxh1 Rxh1 e5 Qf3 f6 Qh3 fxg5 Qxd7 Rad8 Qc7 Rc8 Qb7 Rb8 Qa7 Ra8 Qxc5 Rac8 Qd5+ Kh7 Bb3 Rcd8 Qf7+ Bg7 Qxg7#
Rated bullet game,Lichess.org,Hamzajoker07,dhawalplayse4,1-0,1896,1891,2020.11.22,10:34:31,B01,60+0,Normal,https://lichess.org/YFA300Px,e4 d5 exd5 Nf6 d4 Nxd5 c4 Nf6 Nf3 e6 Nc3 Nc6 Bg5 Bb4 a3 Bxc3+ bxc3 h6 Bh4 g5 Bg3 Ne4 Bd3 Nxc3 Qc2 Nxd4 Qxc3 Nxf3+ gxf3 Bd7 O-O f5 Rfe1 f4 Qxh8+ Ke7 Qh7+ Ke8 Qg6+ Ke7 Qg7+ Kd6 Qe5+ Ke7 Bxf4 gxf4 Qg7+ Kd6 Rad1 Kc6 Qe5 Qg8+ Kh1 b6 Be4#
Rated bullet game,Lichess.org,dhawalplayse4,Yotta666,1-0,1886,1791,2020.11.22,10:32:10,C21,60+0,Time forfeit,https://lichess.org/voN41gJf,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Bb4+ Nd2 Nc6 Nf3 Nf6 e5 Qe7 O-O Ng4 h3 h5 hxg4 hxg4 Nh2 Qh4 f3 g3 Rf2 Bxd2 Qxd2 gxf2+ Kf1 Qxh2 Kxf2 Qh4+ g3 Qh2+ Ke3 Qxd2+ Kxd2 d6 Kc3 dxe5 Re1 f6 f4 Nd4 fxe5 Kf8 Kxd4 c5+ Kxc5 Rh4 Kd5 Bf5 Ba3+ Kg8 exf6 Rd8+ Kc5+ Kh8 Kb5 b6 Kb4 a6 Ka4 Bd7+ Kb3 b5 Bb2 bxc4+ Kc3 a5 Kc2
Rated bullet game,Lichess.org,Akshatnegi123,dhawalplayse4,0-1,1902,1879,2020.11.22,10:30:09,A06,60+0,Normal,https://lichess.org/Gcs9xt31,e4 d5 Nf3 dxe4 Ng5 e6 Nxe4 Nc6 d4 Nf6 c3 Nxe4 Bb5 a6 Bxc6+ bxc6 Qf3 Nf6 Qxc6+ Bd7 Qc4 Bb5 Qb3 Qd5 a4 Qxb3 axb5 Qxb5 Nd2 Ng4 c4 Qf5 O-O Qf4 Nf3 Qf6 Bg5 Qg6 d5 f6 Bh4 exd5 Rfe1+ Be7 cxd5 Rb8 Rxa6 Qf7 Rae6 Ne5 Nxe5 fxe5 Bxe7 Qxe7 R1xe5 Qxe6 Rxe6+ Kd7 Re2 Rb5 Rd2 Kd6 g3 Rxd5 Rc2 c6 Re2 Re8 Rxe8 Kc5 Rg8 Rd4 Rxg7 Kc4 Rxh7 Kd5 Rc7 Ke4 Rxc6 Kf3 Rb6 Rd1#
Rated bullet game,Lichess.org,Krm437,dhawalplayse4,0-1,1870,1873,2020.11.22,10:28:15,D00,60+0,Normal,https://lichess.org/N2fdWfk2,d4 d5 Bf4 e6 e3 Nc6 Bd3 Nf6 Nd2 Bd6 Bg3 Bd7 c3 Qe7 f4 h6 Ngf3 O-O-O Ne5 g5 O-O g4 Nxg4 Nxg4 Qxg4 e5 Bf5 exf4 Bxf4 Bxf4 exf4 Qe3+ Kh1 Qxd2 Bxd7+ Rxd7 Rae1 Qxb2 Re7 Nxe7 Qg7 Rhd8 Qxf7 Qxc3 Qe6 Qxd4 f5 Qe4 Qxe4 dxe4 f6 Nd5
Rated bullet game,Lichess.org,dhawalplayse4,ares06,1-0,1866,1904,2020.11.22,10:26:06,C21,60+0,Normal,https://lichess.org/C4vsStO6,e4 e5 d4 exd4 c3 d3 Bxd3 Nc6 Nf3 d6 Nbd2 Ne5 Nxe5 dxe5 Bc4 Be7 Nf3 Nf6 Qb3 O-O Nxe5 Be6 Bxe6 fxe6 Qxe6+ Kh8 Nf7+ Rxf7 Qxf7 Qd3 Qxe7 Re8 Qxe8+ Nxe8 Be3 Qxe4 O-O-O h6 Rhe1 Qxg2 Bxh6 gxh6 Rxe8+ Kh7 Rd7+ Qg7 Rxg7+ Kxg7 Re7+ Kg6 Rxc7 Kg5 Rxb7 Kf4 Rxa7 Kf3 Rh7 Kxf2 Rxh6 Kf3 h4 Kf4 h5 Kg5 Rh8 Kf6 h6 Kg6 h7 Kg7 c4 Kxh8 c5 Kxh7 c6 Kg7 c7 Kf6 c8=Q Ke5 a4 Ke4 a5 Kf4 a6 Kf3 a7 Kg3 a8=Q Kf4 Qd5 Kg3 Qe8 Kf2 Qf5+ Kg3 Qg8+ Kh4 Qfh7#
Rated bullet game,Lichess.org,Cantooo,dhawalplayse4,0-1,1856,1859,2020.11.22,10:24:27,B01,60+0,Normal,https://lichess.org/pTjq8CXx,e4 d5 exd5 Nf6 Nc3 Nxd5 Nf3 Nxc3 dxc3 Nc6 Qxd8+ Nxd8 Bf4 Ne6 Bg3 Bd7 Bc4 g6 Bxe6 fxe6 Bxc7 Rc8 Bg3 Bg7 O-O O-O Rfe1 h5 Rad1 Bc6 Rxe6 Bxf3 gxf3 Rxf3 Rxe7 g5 Rdd7 Bf6 Rf7 Re8 Rxb7 h4 Bd6 h3 Bc5 Re1#
Rated bullet game,Lichess.org,dhawalplayse4,sidneyreilly,1-0,1851,1896,2020.11.22,10:22:55,C01,60+0,Normal,https://lichess.org/np5IUoMh,e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Nf3 Be7 Bd3 O-O Be3 c5 dxc5 Nc6 Be2 d4 Nxd4 Nxd4 Bxd4 Bf5 O-O Qc7 Nb5 Qa5 Bc3 Qd8 Bf3 a6 Nc7 Qxc7 Re1 Bxc5 Be5 Qb6 Kh1 Rad8 Qe2 Bd7 Bxf6 Qxf6 Be4 Bb5 Qh5 Bxf2 Qxh7#
Rated bullet game,Lichess.org,dhawalplayse4,Leksindo,1-0,1844,1848,2020.11.22,10:21:27,C01,60+0,Time forfeit,https://lichess.org/Q1PtSJa0,e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Nf3 Be7 Bf4 h6 Bd3 O-O Qe2 a6 O-O-O Nbd7 Nxd5 Nxd5 Qe4 N5f6 Qe3 Nb6 Bxh6 Re8 Bg5 Qd6 Bxf6 Bxf6 Qxe8+
Rated bullet game,Lichess.org,Danny-w2_17,dhawalplayse4,0-1,1837,1837,2020.11.22,10:20:30,A16,60+0,Normal,https://lichess.org/aejjXXMH,c4 d5 cxd5 Nf6 Nf3 Nxd5 Nc3 Bf5 Nxd5 Qxd5 g3 Nc6 Bg2 Nd4 O-O e5 Nxd4 Qxd4 e3 Qb6 d4 exd4 exd4 Bd6 Re1+ Be6 d5 O-O-O dxe6 Bxg3 Qb3 Qxf2+ Kh1 Qxe1+ Bf1 Qxf1#
Rated bullet game,Lichess.org,dhawalplayse4,sefaburakyildiz,1-0,1830,1823,2020.11.22,10:19:31,B21,60+0,Normal,https://lichess.org/SEPXFppb,e4 c5 d4 d6 dxc5 dxc5 Qxd8+ Kxd8 Nc3 Nc6 Nf3 Nf6 Ng5 Ke8 Nb5 Kd7 Nxf7 Rg8 Bf4 a6 Nc7 Nxe4 O-O-O+ Nd6 Nxa8 e5 Bxe5 Nxe5 Nxe5+
Rated bullet game,Lichess.org,Ajodez,dhawalplayse4,0-1,1833,1823,2020.11.22,10:17:20,A10,60+0,Time forfeit,https://lichess.org/Il9WiFSl,c4 d5 cxd5 Nf6 e4 e6 dxe6 Bxe6 Nc3 Bc5 Nf3 Ng4 d4 Bb6 Be3 Nxe3 fxe3 Nc6 Bd3 Nb4 Qa4+ Nc6 d5 Bxe3 dxe6 Qxd3 exf7+ Kxf7 Qxc6 Bf4 Qb5 Qe3+ Kf1 Rad8 Qc4+ Kf8 Qb4+ Kg8 Qc4+ Kf8 Re1 Qd3+ Qxd3 Rxd3 Ke2 Re3+ Kf2 g6 Rxe3 Bxe3+ Kxe3 Kg7 Rf1 Rd8 Ne5 c5 Rf7+ Kh6
Rated bullet game,Lichess.org,dhawalplayse4,Water3001,1-0,1815,1816,2020.11.22,10:14:23,B00,60+0,Time forfeit,https://lichess.org/xs3OUyU6,e4 b6 d4 Bb7 Nc3 b5 Nf3 b4 Bd3 bxc3 bxc3 Nf6 Bb2 e5 d5 d6 Qb1 Be7 Ba3 O-O Qxb7 Nbd7 Qc6 Nc5 O-O-O Nxd3+ Rxd3 Rb8 Re1 Qc8 c4 Qb7 Qxb7 Rxb7 c5 dxc5 c4 Rfb8 Nxe5 Rb1+ Kd2 Rxe1 Kxe1 Nxe4 f3 Rb1+ Ke2 Nf6 Nc6 Bd6 Re3 h6 g4 Rh1 Nd4 Rxh2+ Kd3 Rxa2 Nf5 Rxa3+ Ke2 Rxe3+ Kxe3 Nxg4+ fxg4 g6 Nxd6 cxd6 Kf4 Kg7 Ke3 a5 Kf4 a4 Ke3 a3 Kd2 a2 Kc3 a1=Q+ Kb3 Qd4 Ka4 Qxg4 Kb5 h5 Kc6 h4 Kxd6 h3 Kxc5 h2 d6 h1=Q d7 Qf5+ Kd6 Qhb1 d8=Q Qc5+ Kxc5 Qd1 Qxd1 f5 Qa4 Kh6 Qd7 g5 Qd1 Kg6 Qh1 f4 Kd5 Kf5 c5 g4 c6 g3 c7 Kg4 Qh6 f3 Qg6+ Kf4 c8=Q Ke3 Qf8 Kf2 Qgd6 g2 Qdf4 g1=Q Qd2+
