Event,Platform,White,Black,Result,WhiteElo,BlackElo,UTCDate,UTCTime,ECO,TimeControl,Termination,Link,Moves
Hourly UltraBullet Arena,Lichess.org,Felix-Ilinca-Ilinca,dhawalplayse4,1-0,1813,1596,2020.11.05,14:33:25,A00,15+0,Normal,https://lichess.org/IcbxGF3M,e3 d6 Bc4 e5 Bb3 f6 Qh5+ g6 Qf3 f5 Qd5 Bd7 Qf7#
Hourly UltraBullet Arena,Lichess.org,akshajjerath2010,dhawalplayse4,1-0,1766,1599,2020.11.05,14:32:42,A00,15+0,Time forfeit,https://lichess.org/m2mFGa4E,Nc3 e6 Nd5 Nf6 Nxc7+ Qxc7 e3 Bd6 d4 Nc6 Nf3 e5 Be2 exd4 Nxd4 Nxd4 exd4 O-O O-O b6 Re1 Bb7 Bf3 Bxf3 Qxf3 Rac8 g3 Rfd8 Qg2 Re8 f3 Rxe1+ Kf2 Re2+ Kxe2 Bxg3 Be3 Qc4+ Kd1 Qxc2+ Qxc2 b5 Qc3 Ne8 Qc4
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Vasif-Chess,1-0,1592,1642,2020.11.05,14:31:54,A45,15+0,Time forfeit,https://lichess.org/XKD67SU7,e4 Nf6 d4 Nxe4 Nc3 e6 Nxe4 d5 Nc3 c6 Nf3 c5 Be2 cxd4 Qxd4 Qf6 Bb5+ Bd7 Qxf6 gxf6 Bxd7+ Nxd7 Nb5 Nb6 Nc7+ Kd8 Nxa8 Kc8 c3 Bc5 Bd2 Nc4 O-O-O Nxd2 Rxd2 Bxf2 Nd4 Be3 Kc2 Bxd2 Kxd2 e5 Rf1 e4 Rxf6 Rd8 Rxf7 Rd7 Nb6+ Kc7 Nxd7 Kd6 Re7
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,vedant1907,1-0,1586,1601,2020.11.05,14:30:58,B06,15+0,Time forfeit,https://lichess.org/qpUawk1i,e4 Nf6 d4 g6 f3 Bg7 Ne2 O-O Nec3 d6 Nd2 Be6 Bd3 Nc6 O-O Nxd4 Qe2 Bd7 Qe3 Nf5 exf5 Ng4 fxg4 gxf5 gxf5 Bd4 Qxd4 f6 Rf3 e5 Rg3+ Kf7 Qc4+ Ke7 Qf4 Rf7 Rg7 exf4 Nde4 Rxg7 Nd5+ Kf7 Nexf6 Qg8 Ne4 Rxg2+ Kf1 Rxh2 Ke1 Qg2 Bf1
Hourly UltraBullet Arena,Lichess.org,Haktan2010,dhawalplayse4,1-0,1633,1592,2020.11.05,12:30:25,A00,15+0,Time forfeit,https://lichess.org/G4q8rw04,e3 d5 d3 e6 f3 Nf6 d4 Nc6 e4 Bd7 Qe2 dxe4 Qd1 exf3 Be2 fxg2 Bf3 gxh1=Q Bxh1 Be7 Nf3 O-O Bg2 e5 Kf2 e4 Qe2 exf3 Qxf3 Bd6 Qg3 Qe7 Qe3 Qe6 Qxe6 Bxe6 Bxc6 Rfe8 c3 bxc6 Bd2 Rab8 Be3 Rxb2+ Nd2 Rxd2+ Bxd2 Ne4+ Ke2 Nxd2 Kxd2 Bf5 Rc1 Bf4+ Kd1 Bxc1 Kxc1 Re1+ Kb2 Rh1 Kb3 Rxh2 a3 Rh3 Kc4 Rg3 Kc5 Rg4 Kxc6 g6 Kxc7 g5 Kc6 h5 d5 h4 d6 h3 d7 h2 d8=Q+
Hourly HyperBullet Arena,Lichess.org,Anomus,dhawalplayse4,1-0,1918,1817,2020.11.05,11:15:35,D02,30+0,Normal,https://lichess.org/etsstr09,d4 d5 Nf3 e6 Bf4 Nc6 Bg3 Nf6 e3 Bd6 Be2 Qe7 Bxd6 Qxd6 Nbd2 Bd7 c4 dxc4 Nxc4 O-O Nxd6 cxd6 O-O a6 Rc1 Nb4 a3 Nc6 Nd2 d5 Nf3 Rfe8 Ne5 Nxe5 dxe5 Ne4 f4 f6 exf6 Nxf6 Bd3 Rad8 e4 Bc6 exd5 Bxd5 Qe2 Nd7 Bc4 Nb6 Bxd5 Rxd5 Rcd1 Rxd1 Rxd1 Nd5 Rxd5 exd5 Qxe8#
Hourly HyperBullet Arena,Lichess.org,dhawalplayse4,Hugo_Gana_OT,1-0,1811,1799,2020.11.05,11:14:42,C25,30+0,Normal,https://lichess.org/ykhDOT7Z,e4 e5 d4 Nc6 Nc3 exd4 Nb5 a6 Nxd4 Nxd4 Qxd4 Nf6 Bc4 g6 e5 Bg7 e6 dxe6 Qc5 Qe7 Qxe7+ Kxe7 Bf4 Bd7 O-O-O Rac8 Nf3 Rhd8 Ne5 Nd5 Nxd7 Rxd7 Bxd5 exd5 c4 c6 Rhe1+ Kd8 Rd3 dxc4 Bg5+ Kc7 Rf3 f6 Bf4+ Kd8 Rfe3 Bf8 Re8#
Hourly HyperBullet Arena,Lichess.org,nitshe,dhawalplayse4,0-1,1724,1806,2020.11.05,11:13:18,D30,30+0,Time forfeit,https://lichess.org/dUHIWZoe,d4 d5 c4 e6 e3 dxc4 Nc3 Nc6 Bxc4 Nf6 Bd3 Bd7 Nf3 Be7 O-O O-O Bc2 a6 Qd3 Bd6 e4 e5 d5 Ne7 b3 c6 Bb2 Bb8 Rad1 b5 Qe2 c5 Rfe1 Nc8 h3 Nd6 Nxe5 Re8 Nxd7 Qxd7 f3 Qc7 Qf2 c4 bxc4 Nxc4 Ba3 Nxa3 Bb3 Qh2+ Kf1 Qh1+ Ke2 b4 Na4 Bg3 Qf1 Qh2 Qh1 Rec8 Qxh2 Rc2+ Rd2 Nc4 Rxc2 Ne3 Kxe3 Bf4+
ALEKHINE MEMORIAL INDIAN TRIAL,Lichess.org,karthik_kumar12,dhawalplayse4,0-1,1236,1756,2020.11.05,06:00:01,B01,180+2,Normal,https://lichess.org/gHXtcUjx,e4 d5 Nc3 d4 Nd5 e5 Nf3 c6 Nxe5 cxd5 exd5 Qxd5 f4 g5 fxg5 Qxe5+ Be2 Bg4 O-O Bxe2 Qe1 Nc6 Rf2 Bg4 d3 Qxe1+ Rf1 Qe2 Bf4 h6 gxh6 Nxh6 Rae1 Qxe1 Rxe1+ Be7 Bd6 Nf5 Bf4 O-O-O h3 Bh5 g4 Nh4 gxh5 Nf3+ Kf2 Nxe1 Kxe1 Rxh5 c4 Rxh3 Kd2 Rg8 b4 Rg2+ Ke1 Rh1#
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,A62492518juandedios,0-1,1593,1885,2020.11.04,13:44:10,B07,15+0,Time forfeit,https://lichess.org/2HwajH83,e4 e5 d4 d6 c3 Be6 d5 Nc6 dxe6 fxe6 Nf3 Qd7 Bb5 O-O-O Bxc6 Qxc6 Nbd2 Qd7 Nb3 Nf6 Nbd4 Be7 Nb3 d5 Qd3 dxe4 Qxd7+ Rxd7 Nxe5 Rhd8 Nxd7 Rxd7 Bd2 Ng4 O-O-O Nxf2 Rde1 Nd1 Rxd1 Bd6 Be3 e5 Nc5 c6 Nxd7 Kc7 Nxe5 Bxe5 Bd4 Bd6
Hourly UltraBullet Arena,Lichess.org,UriyAP,dhawalplayse4,0-1,1419,1590,2020.11.04,13:43:16,A00,15+0,Time forfeit,https://lichess.org/73wlutD7,e3 d5 d3 e5 Ne2 f6 f3 Ne7 g3 Ng6 Bg2 Nc6 O-O Bf5 f4 Bd6 e4 exf4 exf5 fxg3 fxg6 gxh2+ Kh1 Qe7 Nf4 hxg6 Nxg6 Qf7 Nxh8 Qg6 Re1+ Kf8 Nxg6+ Kf7 Re8 Kxe8 Qe2+ Kf7 Qh5 Rg8 Nh8+ Ke7 Qg6 Ke6 Qxg7 Be7 Qxg8+ Kd7 Qf7 Kd6 Qxe7+ Kxe7 Ng6+ Kd6
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,WJEUN,0-1,1593,1800,2020.11.04,13:42:30,B12,15+0,Time forfeit,https://lichess.org/Q8zD3zLb,e4 c6 d4 d6 Nc3 e6 Nf3 d5 Be2 Bb4 a3 Bxc3+ bxc3 Ne7 Qd2 dxe4 Ng5 Nd5 c4 Qf6 cxd5 e3 Qxe3 cxd5 Nf3 b6 Ne5 Nc6 Bb5 Bd7 Bxc6 Bxc6 Nxc6 O-O Nb4 Qg6 Bb2 Qh6 Kf1 Qg6 Qf3 Qh6 Qg3 Qg6 Qe3 Qf5 Qf3 Qg6 Qf5 Qxf5 g4 Qg6 h4 Qxc2 h5 Qd3+
Hourly UltraBullet Arena,Lichess.org,freestyl,dhawalplayse4,0-1,1496,1589,2020.11.04,13:41:43,C40,15+0,Time forfeit,https://lichess.org/M8tS9gnF,e4 d5 Nf3 e5 exd5 f6 d4 Ne7 dxe5 Nxd5 exf6 Qxf6 Bc4 Bg4 Qe2+ Be7 Bxd5 Bxf3 Bxf3 O-O Bd5+ Kh8 O-O Nd7 Bg5 Bd6 Bxf6 Rxf6 Qe7 Bxe7 Be4 Bd6 Nc3 Rh6 g3 Rh5
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,amirhosen88niary,1-0,1585,1455,2020.11.04,13:41:19,B00,15+0,Time forfeit,https://lichess.org/Lwv1GHHP,e4 f5 d3
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Andrea-1,0-1,1588,1788,2020.11.04,13:40:31,B06,15+0,Time forfeit,https://lichess.org/9JWgwOkm,e4 g6 d4 Bg7 Nc3 d6 Nf3 Bg4 Be2 Bxf3 Bxf3 c6 h3 Bxd4 Qd2 Bg7 Qd3 Bxc3+ bxc3 e5 Qc4 Nd7 Bg4 Qe7 Bg5 Qxg5 h4 Qxg4 Qe2 Qxe2+ Kxe2 Nc5 Rab1 Nxe4 Rxb7 Nxc3+ Kd3 Ne7 Kxc3 O-O Rbb1 Nd5+ Kd2 Nf4 Ke1 Nxg2+ Kf1 Nf4 f3 Nd5 Kf2 Nc3 Kg3 Nxb1 Kg4 Rab8 Rg1 Nd2 Rb1 Nc4 Rxb8 Rxb8 f4 Rb2 Kg5 Rxc2 Kh6 Rc3 f5 Rg3 f6 Ra3 h5 Rxa2
Hourly UltraBullet Arena,Lichess.org,UhbadazinglyFrozen,dhawalplayse4,1-0,1963,1589,2020.11.04,13:39:44,D02,15+0,Time forfeit,https://lichess.org/TeS3YGy6,Nf3 d5 d4 e5 Bg5 f6 Be3 e4 Nfd2 Nc6 f3 Bd7 Bf2 Nge7 fxe4 Ng6 exd5 Nce7 e4 c6 Bd3 cxd5 exd5 Nxd5 O-O Bd6 c4 Kf8 cxd5 Qe7 Bg3 Bc7 Bxc7 Rc8 Bd6 Bf5 Bxe7+ Kxe7 Nc3 Kf8 Qe2 Ne7 Rae1 Nxd5 Nxd5 Rd8 Qe7+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Kabak1990,1-0,1582,1707,2020.11.04,13:38:36,B00,15+0,Time forfeit,https://lichess.org/PQ1ifHQU,e4 d6 d4 Nf6 e5 dxe5 dxe5 Qxd1+ Kxd1 Ng4 Ke2 Nxe5 Nc3 Ng6 Nb5 Na6 Nc3 c6 Be3 Be6 Nf3 O-O-O Rd1 Rxd1 a3 Nc5 Kxd1 Ne4 Be2 Nxc3+ bxc3 Bf5 Ke1 e6 Bd3 Bd6 Nd4 Bxd3 cxd3 Rd8 Nf3 Bc7 Ke2 f6 Rc1 e5 d4 Nf4+ Bxf4 exf4 Kd2 Re8 Kd3 Re3+ Kd2 Rxf3 g3 Rxf2+ Kd3 Rxh2 Kc4 fxg3 Rb1 Rc2 Rb4 Rxc3+ Kxc3 b6 Rc4 c5 d5 b5 Re4 Bd6 Re6 Kd7 Re8
Hourly UltraBullet Arena,Lichess.org,lucianobonfico,dhawalplayse4,1-0,1874,1583,2020.11.04,13:37:43,B01,15+0,Normal,https://lichess.org/TnrRJE0q,e4 d5 Nc3 d4 Nb1 e5 Nf3 Nc6 Bb5 Bd7 Bxc6 Bxc6 Nxe5 Ne7 Nxc6 Nxc6 d3 Qe7 f3 f6 Nd2 g6 b3 Bh6 Bb2 g5 Qe2 Rg8 O-O-O Qe6 h4 Ne5 hxg5 f5 gxh6 Rg6 exf5 Rxh6 Rde1 Rxh1 fxe6 Rxe1+ Qxe1 Ke7 Qxe5 Re8 Nc4 Kf8 Ba3+ Re7 Qf6+ Kg8 Qxe7 h6 Ne5 Kh8 Qf7 h5 Ng6#
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,JNarzabal_Dipolog_11,1-0,1578,1580,2020.11.04,13:37:11,A00,15+0,Time forfeit,https://lichess.org/ALL5e0tF,e3 c5 d4 e6 dxc5 d5 Nf3 Bd6 e4 Bxc5 e5 Bxf2+ Kxf2 Qb6+ Ke1
Hourly UltraBullet Arena,Lichess.org,AfghanPrincess,dhawalplayse4,1-0,1748,1581,2020.11.04,13:36:16,A45,15+0,Time forfeit,https://lichess.org/FSYet7Mx,Nc3 d5 d4 Nf6 f3 Nc6 e3 e6 Bd3 Bd6 Bd2 Bb4 Nge2 Bxc3 Nxc3 Bd7 Qe2 Qe7 h3 Qd6 f4 O-O g4 Ne4 h4 Nxd2 Qxd2 a6 h5 b5 Ne2 b4 h6 g6 b3 f5 gxf5 exf5 Rg1 Be6 Ng3 Rfe8 Qe2 Kf7 Qd2 Ke7 O-O-O Kd8 Kb2 a5 Bxf5 a4 Bxe6 a3+ Kb1 Rxe6 f5 Re4 Nxe4 Nxd4 Rgf1 Nf3 Qe2 Nd2+ Qxd2 Qe5 Qxd5+ Ke8 Nf6+ Kf8 Qxe5 Kf7 Qxc7+ Kxf6 Qg7+ Kg5 Qe5 Kh4 Qf4+ Kh3 Rh1+ Kg2 Qh2+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,satyam9047936,1-0,1576,1529,2020.11.04,13:35:38,C10,15+0,Time forfeit,https://lichess.org/xVPSmtYj,e4 c5 d4 e6 Nc3 d5 dxc5 Bxc5 exd5 exd5 Be3 Nc6 Bxc5 Qa5 Qe2+ Be6 Be3 d4 Nf3 dxe3 Qxe3 Nf6 Bd3 O-O O-O-O Nb4 Ng5 h6 Qe4
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,buraknergiz,1-0,1573,1410,2020.11.04,13:35:05,C00,15+0,Normal,https://lichess.org/i5mZIk0b,e4 e6 d4 d5 c3 Nf6 e5 Nc6 exf6 Qxf6 Nf3 Bc5 Bg5 Nxd4 Bxf6 gxf6 cxd4 O-O dxc5 b6 Qc2 bxc5 Ng5 f5 h4 d4 Nf3 f6 Qd3 e5 Qd2 e4 Qh6 exf3 gxf3 Rf7 Rg1+ Rg7 Qxg7#
Hourly UltraBullet Arena,Lichess.org,DaniilKRK,dhawalplayse4,0-1,1359,1570,2020.11.04,13:34:13,B01,15+0,Normal,https://lichess.org/qxk51T6t,e4 d5 Bc4 dxc4 e5 Nc6 e6 Bxe6 Qf3 Nf6 Nh3 Bd5 Ng5 Bxf3 Nxf3 e6 Ng5 Bd6 Nxf7 Kxf7 f3 Qe7 g4 Nd5 g5 Nf4 g6+ Kxg6 Rg1+ Qg5 Rxg5+ Kxg5 h4+ Kxh4 d3 Kg3 Bxf4+ Bxf4 Ke2 Ne5 Kd1 Nxf3 Ke2 g5 Kd1 Rhe8 Ke2 h5 Kd1 h4 Nc3 h3 Ne2+ Kg4 Nxf4 h2 Ke2 Kxf4 Kf2 Kf5 Kg2 g4 Kg3 e5 Kg2 e4 Kh1 Rh8 Kg2 Rh3 Kh1 Rg3 c3 Rg1+ Rxg1 hxg1=Q#
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Kartik_12345,0-1,1575,1651,2020.11.04,13:32:34,C20,15+0,Normal,https://lichess.org/dW0ZviPt,e4 e5 d4 Qf6 c3 exd4 cxd4 c5 Nf3 cxd4 Bc4 Bc5 Bd2 d3 Nc3 Bb6 Nd5 Qc6 Bb5 Qc5 Rc1 Qxf2#
Hourly UltraBullet Arena,Lichess.org,AGRAWAL16_-NIMISH,dhawalplayse4,0-1,1176,1574,2020.11.04,13:31:47,A06,15+0,Time forfeit,https://lichess.org/HnqQZchq,Nf3 d5 Nc3 e6 d4 Nf6 e4 Nc6 exd5 exd5 Qe2+ Qe7 Qxe7+ Bxe7 Ng5 O-O Nxf7 Re8 Ne5 Nxe5 dxe5 Bd6 f4 Re7 f5 Bc5 e6 Ng4 f6 Bf2+ Ke2 gxf6 Nxd5 Rxe6+ Ne3 b6 Kd2 Bxe3+
Hourly UltraBullet Arena,Lichess.org,azevallos161612,dhawalplayse4,0-1,924,1573,2020.11.04,13:31:03,B01,15+0,Time forfeit,https://lichess.org/Vku08R00,e4 d5 exd5 Nf6 Nc3 e6 Bc4 exd5 Bxd5 Nxd5 Nxd5 Qxd5 Ne2 Bf5 O-O Nc6 f3 Bd6 d4 Nxd4 Bg5 f6 Nxd4 Qe5 Be3 Qxh2+ Kf2 Bg3+
Hourly HyperBullet Arena,Lichess.org,semsemhalfa,dhawalplayse4,1-0,1847,1812,2020.11.04,04:11:47,B01,30+0,Time forfeit,https://lichess.org/le1OF8ve,e4 d5 exd5 Nf6 Nc3 Nxd5 Bc4 Nxc3 Qf3 Nc6 Bxf7+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,ScrappySamurott,0-1,1582,1342,2020.11.04,03:56:50,A00,15+0,Normal,https://lichess.org/Qip1Kje7,e3 e6 d4 Bc5 c3 Qf6 dxc5 Nh6 Nd2 Ng4 Bd3 Qxf2#
Hourly UltraBullet Arena,Lichess.org,JawaSintang,dhawalplayse4,0-1,1455,1579,2020.11.04,03:55:58,A06,15+0,Time forfeit,https://lichess.org/ihK356BE,e4 d5 Nf3 dxe4 Ng5 e5 Bc4 f6 Bf7+ Ke7 Ne6 Kxf7 Nxd8+ Ke7 Nc6+ Nxc6 d4 Be6 d5 Bxd5 Qxd5 Rd8 Qc5+ Ke8 Qc4 Bd6 Qe6+ Nge7 O-O g6 Bg5 Rf8 Bxf6 Nd4 Bxe7 Nxe6 Bxf8 Kxf8 f4 Rd7 fxe5+ Ke7 Nd2 Bxe5 Nc4 Bxb2 Nxb2 Nd4 Nc4 Ne2+ Kh1 Nf4 Rae1 Nxg2 Rxe4+ Kd8 Kxg2 Re7
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,SaintsFanatic,0-1,1587,1414,2020.11.04,03:55:02,C00,15+0,Time forfeit,https://lichess.org/4YYNalRW,e4 e6 d4 Bc5 c4 Bb6 c5 d5 cxb6 cxb6 exd5 exd5 Qf3 Nc6 Bc4 Nxd4 Bxd5 Nxf3+ Nxf3 Qxd5 Bd2 Qe6+ Kf1 Qd6 Nc3 Qxd2 Rd1 Qxb2 Rd2 Qxd2 Ne5 Qxc3 g3 Qa3 Kg2 Qc1 Rd1 Qxd1 Nf3 Qd2 Nxd2 b5 Ne4 b4 Nd6+ Kd7 Nf5 Kc6 Nxg7 Kc7 Nh5 b6 Nf6 Kb7 Nxg8 a5 Nh6 Ra6 Nf5 Kb8
Hourly UltraBullet Arena,Lichess.org,mark_ramzy2277,dhawalplayse4,0-1,1629,1580,2020.11.04,03:54:06,B01,15+0,Time forfeit,https://lichess.org/amnf0XLn,e4 d5 Nc3 d4 Nce2 e5 Ng3 Nc6 Nf3 f6 c3 Nge7 cxd4 Ng6 d3 Nf4 dxe5 Nxd3+ Qxd3 Qxd3 Bxd3 Nd4 Nxd4 Be6 exf6 Bf7 fxg7 Bxg7 Be3 Kd7 Ndf5 Rad8 Nxg7 Kc8 Rd1 Rhf8 Bc4 Be8 Rxd8+ Kxd8 Ne6+ Ke7 Nxf8 Kxf8 Ke2 Bf7 Rd1 Bxc4+ Ke1 Kg7 Rd4 Bf7 Rd7 Kf6 Rxc7 Ke6 Rxf7 Ke5 Rxh7 b6 Rb7 b5 Rxa7 b4
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,NitStar6174,0-1,1584,1705,2020.11.04,03:53:13,C00,15+0,Time forfeit,https://lichess.org/QfsMlbCR,e4 e6 d4 d5 c3 Nf6 Nd2 Nxe4 Ngf3 Nxd2 Qxd2 Be7 Bd3 O-O Qe2 f5 O-O Rf7 Re1 Rf8 Ne5 Bd7 Nxd7 Qxd7 Qxe6+ Qxe6 Rxe6 Rf7 Bxf5 Nd7 Bh3 Raf8 Bg5 Rxf2 Rxe7 R8f7 Rxf7 Rxf7 Re1 Nf6 Re8+ Rf8 Bxf6 Rxe8 Bxg7 Rf8 Bh6 Rf6 Bd2 Rg6 g3 Rf6 Bg2 Rf8 Kh1 Kf7 Bf1 Re8 Bg2 Re2 Be1 Rd2 Bf2 Rxb2 Bg1 Ke6 h3 Kd7 Kh2 Rxa2 h4 Ra3 h5 Rxc3 g4 Kc6 g5 Rd3 g6 Rxd4 g7 Rh4+ Kg3 Rxh5
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Barsa1984,1-0,1581,1421,2020.11.04,03:52:37,C20,15+0,Normal,https://lichess.org/uFC2Zgpv,e4 e5 d4 Qf6 c3 exd4 Bc4 dxc3 Qb3 cxb2 Bxb2 Qxb2 Qxb2 Be7 Nf3 Nf6 Ne5 O-O Nxf7 Rxf7 Qb3 Kf8 Bxf7 Bd6 Bh5 Nc6 Qf7#
Hourly UltraBullet Arena,Lichess.org,efyd,dhawalplayse4,0-1,1574,1575,2020.11.04,03:51:50,A00,15+0,Time forfeit,https://lichess.org/ziLMmhJX,g4 d5 Bg2 e5 c4 f5 cxd5 fxg4 e4 Bf5 exf5 Qg5 d4 Qxf5 Ne2 Nf6 Ng3 Qg6 O-O Ne4 f4 Nxg3 hxg3 h5 f5 h4 fxg6 Rh6 gxh4 Rxg6 dxe5 Be7 Rf8+ Kxf8 d6 Ke8 dxe7 Kxe7 Qf3 Nd7 Qf2 Nxe5 Qe2 Rf6 Qxe5+ Re6 Qxe6+ Kxe6 Bf4 Kf7 Bh3 Re8 Bxg4 Re7
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Jasonx6792,0-1,1581,1588,2020.11.04,03:51:00,B06,15+0,Time forfeit,https://lichess.org/sRDNOKdQ,e4 g6 d4 Bg7 c3 Nc6 Nd2 d6 Nb3 e5 Nf3 exd4 cxd4 Nxd4 Nfxd4 Bg4 f3 Be6 g4 Bxd4 Qxd4 c5 Qxh8 Kf8 Qxh7 Qe7 Qh6+ Nxh6 Bxh6+ Kg8 Bg5 Qf8 h4 Re8 h5 d5 h6 dxe4 Kf2 exf3 Kg3 Bxg4 Bd3 Re3 h7+ Kg7 Bf6+ Kxf6 Be4 Rd3 Bxf3 Re3
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,ANANTHRAJ,1-0,1579,1323,2020.11.04,03:50:29,C20,15+0,Normal,https://lichess.org/eS4IH3Wl,e4 e5 d4 Qf6 c3 exd4 Bg5 Qg6 Bd2 h6 Nf3 f6 e5 Ne7 exf6 gxf6 Nxd4 Nf5 Nb5 Nh4 Nxc7+
Hourly UltraBullet Arena,Lichess.org,MasterAlexisMG31,dhawalplayse4,0-1,1479,1574,2020.11.04,03:49:44,D02,15+0,Time forfeit,https://lichess.org/92SJ8YUx,d4 d5 Nf3 e5 dxe5 f6 exf6 Bf5 e3 Qxf6 Bd3 g6 Bxf5 Qxf5 Nd4 Bg7 Nxf5 gxf5 c3 Nf6 Qxd5 Ng4 Qxf5 Nf6 Qe6+ Kd8 Nd2 Nbd7 Nf3 Kc8 Ne5 Re8 Qxd7+ Nxd7 Nxd7 Kxd7 O-O Re6 Bd2 Rae8 e4 Rg6 Be3 Be5 Bd4 Rh6 Bxe5 Rxe5
Hourly UltraBullet Arena,Lichess.org,KhopinghooID_LCKB,dhawalplayse4,0-1,1518,1569,2020.11.04,03:48:58,A00,15+0,Time forfeit,https://lichess.org/YG49HPTQ,g4 d5 Bg2 e6 c4 Nf6 h3 Nc6 Nf3 Bd7 Qa4 Be7 Qd1 Ne5 Nc3 Nxf3+ Bxf3 e5 d4 e4 g5 dxc4 Nd5 exf3 exf3 Nxd5 Qe2 Nb6 Be3 Bc6 d5 Bxd5 Rd1 Bxf3 Rxd8+ Rxd8 Qd2 Rxd2 Bxd2 Bc6 Bc3 Bb4
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,JawaSintang,1-0,1565,1469,2020.11.04,03:48:14,B02,15+0,Time forfeit,https://lichess.org/3RjnNcHy,e4 Nf6 d3 d5 Nc3 d4 Nf3 dxc3 Qe2 cxb2 Bxb2 e5 d4 exd4 Rd1 c5 Nxd4 cxd4 Rxd4 Qb6 Qc4 Qxb2 Qb5+ Qxb5 Bxb5+ Nc6 O-O Bd7 Rfd1 Nxd4 Rxd4
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,kednanie,0-1,1567,1840,2020.11.04,03:47:29,B00,15+0,Time forfeit,https://lichess.org/24OMKn2F,e4 d6 d4 Nf6 e5 dxe5 dxe5 Qxd1+ Kxd1 Ng4 Nc3 Nxf2+ Ke2 Nxh1 Nb5 Bg4+ Nf3 Na6 Nc3 Bxf3+ Kxf3 Nc5 g3 Ne6 Kg2 O-O-O Kxh1 Nd4 Bg2 Nxc2 Bd2 e6 Rc1 Kb8 b3 Ne3 Rc2 Nxc2 Be3 Bc5 Bxc5 b6 Bb4 Ne3 Ba5 Nd5 a4 bxa5 b4 Nxb4 Nb5 Rd1+
Hourly UltraBullet Arena,Lichess.org,Freegreatponcho,dhawalplayse4,0-1,1389,1564,2020.11.04,03:46:43,A03,15+0,Time forfeit,https://lichess.org/HjINJFyb,e4 d5 f4 Nf6 d4 e5 fxe5 Ng4 Qxg4 Bxg4 Be2 Bxe2 Nxe2 dxe4 Nbc3 Nc6 Nd5 Nxd4 Nxd4 c6 Nf4 Qxd4 Be3 Bc5 Bxd4 Bxd4 O-O-O O-O-O Rxd4 Rxd4 e6 Rdd8 exf7 Rhf8 Ne6 Rxf7 Nxd8 Kxd8 Rd1+ Kc7 Rd7+ Rxd7
Hourly UltraBullet Arena,Lichess.org,UnknownSuperMaster1,dhawalplayse4,1-0,2269,1564,2020.11.04,03:46:04,D00,15+0,Time forfeit,https://lichess.org/qdJUvho9,d4 d5 c3 Nf6 Nf3 e6 e4 Nc6 exd5 Nxd5 Bb5 Nf6 Bxc6+ bxc6 O-O Bd7 Bg5 Bd6 Bh4 g5 Bg3 h5 Ne5 Bxe5 Bxe5 Ng8 f4 Rh6 fxg5 f6 gxh6 Nxh6 Qxh5+ Ke7 Rxf6 Qg8 Qxh6 Qf8 Qf4 Qg8 Rf8 Rxf8 Bd6+ Kd8 Qh4+ Kc8 Qd8+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,MikePontes,1-0,1560,1425,2020.11.04,03:45:08,B01,15+0,Time forfeit,https://lichess.org/1YRGetB9,e4 d5 exd5 Qxd5 d4 Qe6+ Qe2 Qd7 Nf3 e6 Nc3 Bb4 Qd3 Bxc3+ Bd2 Bxd2+ Qxd2 Nc6 Qc3 Nxd4 Bc4 Nxf3+ gxf3 Nf6 Rd1 Qe7 O-O O-O Qd3 Rd8 Bb3 Rxd3 Rxd3 g6 Rfd1 Nd5 c4 c6 cxd5 cxd5 Bc2 b6 Rd4 Bb7 Bd3 Rd8 Rb4 Qxb4 a3 Qe1+ Rxe1 e5 Rd1 f6 Bc2 e4 f4 e3 Be4 exf2+ Kxf2 dxe4 Rxd8+
Hourly UltraBullet Arena,Lichess.org,CVBK,dhawalplayse4,0-1,1473,1555,2020.11.04,03:44:22,A06,15+0,Time forfeit,https://lichess.org/f42IXgq0,e4 d5 Nf3 dxe4 Bc4 e5 Nxe5 Qe7 Qh5 g5 Bxf7+ Kd8 Nc6+ bxc6 Qxg5 Qxg5 O-O Nf6 d3 Rg8 Bxg5 Rxg5 Nd2 Rg7 Nxe4 Rxf7 Nxf6 Bd6
